"hhnum" "region" "rural" "targetgroup" "hhsize" "inchhavg_r" "povthresh_hh" "selfemployhh" "housingown" "liqassets" "anyvehicle" "largeexp" "snapnowhh" "snapnowreport" "usdafoods" "wichh" "adltfscat" "foodsufficient" "grocerylistfreq" "primstoresnaptype" "primstoredist_d" "primstoretime_d" "dietstatuspr" "eathealthyhh" "nutritioneduc" "anyvegetarian" "totalpaid" "ebt_snapamt" "itemstot"
"153" 103846 "South" "Urban" 4 5 3864 2283.333333 0 3 1 1 0 1 1 0 1 "High" 1 5 "SS" 1.088 4.47 3 0 0 0 110.71 110.71 38
"154" 103853 "Midwest" "Urban" 4 2 1573 1156.5 0 2 1 1 0 1 1 0 -996 "Marginal" 2 1 "SM" 0.619 2.27 3 1 0 0 134.58 106.46 50
"155" 103866 "West" "Urban" 4 3 1089 1496.583333 0 1 1 1 0 1 1 0 -996 "very low" 2 4 "SM" 0.815 2.33 3 1 0 0 42.42 34.49 37
"156" 103879 "Northeast" "Rural" 4 1 563 995.4166667 0 3 1 1 0 1 1 0 -996 "Low" 2 5 "SM" 12.61 18.8 2 0 0 0 11.4 11.4 3
"157" 103988 "South" "Urban" 4 3 405.4108776 1541.5 0 1 1 0 0 1 1 0 1 "Low" 1 4 "SS" 1.19 7.3 3 1 0 0 13.45 13.45 8
"158" 104023 "South" "Rural" 4 6 2123.338 2556.5 0 1 1 1 0 1 1 0 0 "Low" 2 5 "SS" 4.484 7.67 3 0 1 0 38.63 38.63 20
"159" 104027 "West" "Urban" 4 1 698 995.4166667 0 1 1 0 0 1 1 0 -996 "Low" 4 1 "SS" 0.342 1.63 4 0 0 0 78.66 78.66 37
"160" 104115 "Midwest" "Urban" 4 1 561 995.4166667 0 1 1 0 0 1 1 0 -996 "Marginal" 1 1 "SS" 5.181 9.37 4 0 0 0 118 118 25
"161" 104142 "West" "Urban" 4 2 1616 1156.5 0 2 2 1 0 1 1 0 -996 "High" 2 5 "SS" 3.723 10.75 3 0 0 0 21.6 11.89 8
"162" 104205 "Midwest" "Urban" 4 5 2434 2283.333333 0 1 1 0 0 1 1 1 -996 "very low" 2 5 "SS" 3.253 10.7 3 1 0 0 158.27 158.27 84
"163" 104213 "West" "Rural" 4 2 0 1318.75 0 1 1 1 0 1 1 0 -996 "Marginal" 3 1 "SS" 19.09 23.13 5 0 0 0 188.28 188.28 76
"164" 104223 "Midwest" "Urban" 4 2 2171 1156.5 0 1 1 1 0 1 1 1 -996 "High" 1 5 "SM" 0.39 3.87 3 0 0 0 39.23 38.57 21
"165" 104230 "South" "Urban" 4 6 6999.659502 2691.5 0 2 1 1 0 1 1 0 1 "High" 1 3 "SM" 5.128 10.13 4 0 0 0 59.41 38.22 22
"166" 104280 "West" "Rural" 4 2 1427 1156.5 0 2 1 1 0 1 1 0 -996 "Low" 2 5 "SS" 5.006 10 4 0 0 0 21.27 21.27 5
"167" 104301 "South" "Rural" 4 4 1516.662 1940.25 0 1 1 1 1 1 1 0 -996 "High" 2 3 "SM" 0.809 1 4 0 0 0 48.02 48.02 20
"168" 104302 "South" "Urban" 4 1 1044 995.4166667 0 2 1 1 0 1 1 0 -996 "Low" 2 3 "SM" 1.783 4.82 3 0 0 0 26.45 16.18 6
"169" 104328 "West" "Urban" 4 5 860 2283.333333 0 1 1 1 0 1 1 0 1 "Marginal" 1 1 "CO" 0.284 2.77 5 1 0 0 49.94 49.94 15
"170" 104376 "Midwest" "Rural" 4 1 825 995.4166667 1 2 1 1 0 1 1 0 -996 "High" 1 4 "SM" 2.408 6.08 2 0 0 0 23.57 17.91 6
"171" 104417 "West" "Urban" 4 6 6794.662 2748.166667 0 1 1 1 0 1 1 0 -996 "Marginal" 2 1 "SS" 3.292 10.02 4 0 0 0 64.99 54.5 37
"172" 104509 "South" "Rural" 4 1 842 995.4166667 0 2 1 1 0 1 1 0 -996 "Marginal" 2 4 "SS" 11.676 17.6 4 0 0 0 15.77 15.77 8
"173" 104538 "West" "Urban" 4 1 0 995.4166667 0 2 1 1 0 1 1 0 -996 "Marginal" 2 5 "SS" 0.715 3.18 4 1 0 0 86.42 82.85 56
"174" 104542 "South" "Urban" 4 2 4868.627148 1281.166667 0 1 1 0 0 1 1 0 -996 "Marginal" 2 4 "SM" 0.761 3.27 3 0 0 0 44.02 36.07 20
"175" 104545 "South" "Urban" 4 1 7067.723503 995.4166667 0 1 1 0 0 1 1 0 -996 "Marginal" 1 1 "SM" 8.198 12.13 4 0 0 0 13.05 13.05 7
"176" 104575 "South" "Urban" 4 3 1226.33 1541.5 0 1 1 1 0 1 1 0 -996 "High" 2 3 "SS" 0.309 1.07 5 0 0 0 283.25 283.25 94
"177" 104607 "Midwest" "Urban" 4 1 1069 995.4166667 0 1 1 0 0 1 1 0 -996 "High" 1 5 "SS" 0.959 4.53 3 1 0 0 15.8 15.3 5
"178" 104667 "South" "Rural" 4 5 2799 2340.583333 0 2 1 1 0 1 1 0 -996 "very low" 2 5 "SS" 2.165 8.47 3 0 1 0 465.1 463.09 245
"179" 104669 "Northeast" "Rural" 4 5 2225.66 2340.583333 0 1 1 0 0 1 1 0 -996 "Marginal" 2 4 "SM" 4.063 6.88 3 1 0 0 327.74 322.35 157
"180" 104727 "South" "Rural" 4 2 1024 1156.5 0 1 1 1 0 1 1 0 -996 "High" 2 5 "SS" 2.87 5.78 2 0 0 0 79.82 67.51 29
"181" 104734 "West" "Rural" 4 3 2001 1540 0 2 1 1 0 1 1 0 1 "Low" 1 3 "SS" 14.124 17.93 5 1 0 0 298.21 214.27 134
"182" 104777 "South" "Rural" 4 4 284 1947 0 1 1 1 0 1 1 0 0 "High" 2 1 "SS" 9.529 15.83 4 1 0 0 17.09 17.09 8
"183" 104789 "South" "Urban" 4 5 1895.338 2283.333333 0 1 1 1 1 1 1 0 -996 "very low" 3 1 "SM" 0.629 2.4 4 1 0 0 95.12 88.14 32
"184" 104795 "South" "Urban" 4 4 449 1940.25 0 2 1 1 0 1 1 0 1 "Marginal" 1 1 "SM" 0.5 2.13 4 0 0 0 59.11 59.11 19
"185" 104825 "South" "Urban" 4 4 1560 1940.25 0 2 1 1 0 1 1 0 -996 "High" 2 2 "SS" 0.985 4.38 3 1 1 0 42.27 40.59 14
"186" 104857 "South" "Urban" 4 5 3345 2379.833333 0 1 1 1 1 1 1 1 -996 "Low" 1 3 "SS" 0.661 2.23 2 1 0 0 167.53 167.45 48
"187" 104863 "Midwest" "Rural" 4 3 2100 1540 0 2 1 1 0 1 1 0 -996 "Marginal" 2 5 "SS" 22.739 32.38 2 0 0 0 330.66 280.91 88
"188" 104864 "South" "Urban" 4 9 779 3871.166667 0 1 1 1 0 1 1 0 -996 "Low" 3 1 "SM" 0.544 2.72 4 1 0 0 238.69 180.58 128
"189" 104872 "Northeast" "Urban" 4 2 1413.338 1281.166667 0 1 1 0 0 1 1 0 -996 "Marginal" 1 1 "SS" 0.862 2.52 3 0 0 0 29.78 27.78 10
"190" 104921 "South" "Rural" 4 7 1889.453598 2863.5 0 1 1 1 0 1 1 0 0 "very low" 2 1 "SM" 1.494 5.48 3 0 0 0 229.13 229.13 151
"191" 104990 "South" "Urban" 4 3 1380 1496.583333 0 1 1 1 0 1 1 0 -996 "Marginal" 1 5 "SM" 0.521 2.07 3 1 0 0 53.56 46.34 26
"192" 105072 "Northeast" "Urban" 4 2 640 1156.5 0 2 1 1 0 1 1 0 -996 "Marginal" 2 3 "SM" 1.491 4.9 3 0 0 0 58.18 58.18 37
"193" 105089 "West" "Urban" 4 5 4060 2283.333333 1 1 1 0 0 1 1 0 -996 "High" 1 5 "SM" 1.22 6.07 2 1 0 0 273.34 273.34 77
"194" 105122 "Midwest" "Rural" 4 1 1008 917.5833333 0 1 1 1 1 1 1 0 -996 "Marginal" 2 2 "SS" 2.181 6.73 3 1 0 0 21.14 16 7
"195" 105141 "South" "Urban" 4 3 1400 1496.583333 0 2 1 1 0 1 1 0 -996 "Low" 2 1 "SS" 1.276 7.45 4 -998 1 0 11.62 11.62 10
"196" 105177 "South" "Urban" 4 5 1600 2283.333333 0 1 1 1 0 1 1 0 1 "Low" 2 2 "SS" 1.798 6.2 3 0 0 0 110.95 109.91 17
"197" 105241 "West" "Rural" 4 3 3080 1540 0 1 2 1 0 1 1 0 1 "High" 2 4 "SS" 21.404 23.22 4 1 0 0 20.53 8.07 4
"198" 105256 "Midwest" "Urban" 4 5 3430 2283.333333 0 1 1 1 0 1 1 0 0 "Low" 2 3 "SM" 0.397 3.88 3 0 0 0 336.33 336.33 89
"199" 105292 "West" "Rural" 4 3 964 1541.5 0 1 1 1 1 1 1 0 -996 "Low" 2 4 "SS" 16.494 19.13 1 1 0 0 192.28 120.62 37
"200" 105350 "South" "Rural" 4 2 1350 1318.75 0 2 1 1 1 1 1 0 -996 "Low" 2 3 "SM" 8.855 16.03 3 1 0 0 7.06 7.06 1
"201" 105383 "West" "Urban" 4 4 2100 1947 0 1 1 1 1 1 1 0 -996 "Low" 1 1 "SS" 3.218 9.23 3 0 0 0 108.77 60.94 55
"202" 105385 "West" "Urban" 4 6 1397.21743 2556.5 0 1 1 1 0 1 1 0 -996 "Low" 1 1 "SS" 6.014 14.92 4 1 0 0 39.3 39.07 25
"203" 105424 "Northeast" "Urban" 4 2 450 1318.75 0 1 1 0 0 1 1 0 -996 "Low" 2 5 "SS" 4.995 12.43 4 0 0 1 110.53 110.53 42
"204" 105426 "South" "Rural" 4 5 1890 2283.333333 0 1 1 1 1 1 1 0 1 "Low" 2 3 "SM" 3.386 6.98 4 0 0 0 161.91 161.91 64
"205" 105460 "Northeast" "Urban" 4 4 617.7363964 1940.25 0 1 2 0 0 1 1 0 -996 "High" 1 2 "SS" 0.778 2.98 4 0 0 0 88.87 88.87 41
"206" 105503 "South" "Urban" 4 3 2496.335012 1540 1 1 1 1 0 1 1 0 1 "Low" 2 1 "SS" 2.469 5.57 4 1 0 0 43.75 32.76 15
"207" 105522 "South" "Urban" 4 2 1235 1318.75 0 1 1 0 0 1 1 0 -996 "Low" 2 3 "CO" 2.296 6.88 3 1 0 0 203.7 179.15 68
"208" 105649 "South" "Urban" 4 1 714 995.4166667 0 2 1 1 0 1 1 0 -996 "Low" 3 5 "SM" 1.925 4.98 5 0 0 0 67.57 64.57 22
"209" 105657 "Northeast" "Rural" 4 2 1664 1156.5 0 1 1 1 0 1 1 0 -996 "Marginal" 2 5 "SM" 6.928 10.08 3 1 0 0 105.08 48 67
"210" 105676 "South" "Urban" 4 5 600.9079735 2414.5 0 2 1 1 0 1 1 0 1 "Marginal" 2 3 "SS" 3.954 6.93 3 1 0 1 151.42 151.42 77
"211" 105680 "South" "Urban" 4 3 1967 1541.5 0 1 1 1 0 1 1 0 -996 "High" 1 5 "SS" 4.928 10.75 3 0 0 0 31.13 31.13 10
"212" 105689 "Midwest" "Urban" 4 1 247 995.4166667 0 1 1 0 0 1 1 0 -996 "Marginal" 1 2 "SM" 1.242 4.5 4 0 0 0 165.13 165.13 66
"213" 105763 "South" "Urban" 4 6 1520 2691.5 0 2 1 1 1 1 1 1 0 "High" 2 3 "SM" 10.584 16.9 2 1 0 0 195.72 190.73 68
"214" 105796 "South" "Urban" 4 4 2005.270858 2005.75 0 1 1 1 0 1 1 0 0 "Low" 1 1 "SS" 6.874 11.97 4 0 0 0 45.28 45.28 21
"215" 105804 "West" "Urban" 4 2 723 1281.166667 0 1 1 1 0 1 1 0 1 "very low" 3 4 "SS" 3.336 7.83 5 0 0 0 168.03 168.03 68
"216" 105813 "Midwest" "Urban" 4 3 525 1541.5 0 1 1 1 0 1 1 0 -996 "High" 1 1 "SM" 3.149 8.98 4 0 0 0 83.42 60 34
"217" 105840 "South" "Urban" 4 2 1161 1281.166667 0 1 1 1 0 1 1 0 1 "High" 2 1 "SM" 0.772 3.23 2 0 0 0 50 50 3
"218" 105940 "South" "Urban" 4 2 0 1281.166667 0 2 1 1 0 1 1 0 0 "Marginal" 1 1 "SS" 3.723 9.32 3 1 0 0 118.27 86.87 58
"219" 105946 "South" "Rural" 4 5 1188 2283.333333 0 1 1 1 0 1 1 0 -996 "Low" 2 3 "SS" 3.831 12.77 4 0 0 0 133.26 133.26 56
"220" 105950 "Northeast" "Urban" 4 9 7167.538 4075.666667 0 1 1 1 0 1 1 0 0 "Low" 1 3 "SM" 0.391 2.95 3 1 0 0 206.68 53.71 11
"221" 105985 "Midwest" "Urban" 4 3 1152 1541.5 0 1 1 0 1 1 1 0 -996 "Marginal" 2 5 "SS" 1.421 4.38 5 0 0 0 195.83 185.66 75
"222" 105995 "West" "Urban" 4 4 1479.003285 1940.25 0 1 1 1 0 1 1 0 0 "Low" 2 3 "SM" 2.315 9.68 3 1 0 0 118.96 106.75 52
"223" 106010 "Midwest" "Rural" 4 5 2570 2248.416667 0 1 1 1 0 1 1 0 1 "High" 2 2 "SM" 2.025 4.75 4 0 0 1 15.4 15.4 7
"224" 106041 "South" "Urban" 4 1 1757.205315 995.4166667 0 1 1 1 0 1 1 0 -996 "Marginal" 1 3 "SM" 0.463 2.75 2 1 0 0 19.93 19.93 9
"225" 106095 "West" "Urban" 4 7 0 3054.25 0 1 1 1 0 1 1 0 0 "very low" 3 4 "SM" 2.382 6.52 3 0 0 0 8.8 8.8 9
"226" 106135 "South" "Rural" 4 6 2094.742613 2691.5 0 2 1 1 1 1 1 0 -996 "very low" 2 4 "SS" 12.826 24.73 5 0 0 0 104.86 104.86 48
"227" 106265 "South" "Urban" 4 7 6499.173918 3054.25 0 1 1 1 1 1 1 1 -996 "very low" 2 1 "SS" 2.813 6 5 0 0 0 208.88 208.88 67
"228" 106311 "South" "Urban" 4 3 2726.662 1540 0 1 1 1 0 1 1 0 1 "High" 1 4 "SM" 0.708 2.7 2 1 0 0 36.42 20.37 3
"229" 106313 "South" "Urban" 4 2 700 1156.5 0 2 1 1 0 1 1 1 -996 "Low" 1 1 "SM" 0.955 3 4 1 0 0 4.56 4.56 2
"230" 106322 "West" "Urban" 4 4 0 2005.75 0 1 1 1 0 1 1 0 -996 "very low" 2 1 "SS" 0.811 4.45 2 0 0 0 200.46 200.46 60
"231" 106367 "Northeast" "Urban" 4 3 1289.180049 1540 0 1 1 0 0 1 1 0 -996 "Marginal" 1 2 "SM" 1.061 4 4 0 0 0 219.16 219.16 72
"232" 106377 "West" "Urban" 4 1 742.67 995.4166667 0 1 1 1 1 1 1 0 -996 "very low" 4 3 "SS" 1.714 4.4 5 0 0 0 40.37 40.37 16
"233" 106388 "South" "Urban" 4 7 1477.918897 3101.416667 0 1 1 1 0 1 1 0 0 "Low" 4 1 "SS" 14.894 19.63 3 1 0 0 125.62 125.62 85
"234" 106398 "Northeast" "Urban" 4 3 1305.571151 1540 0 1 1 1 0 1 1 0 -996 "Marginal" 1 3 "SS" 25.282 28.92 3 0 0 0 30.63 30.63 13
"235" 106432 "South" "Rural" 4 2 1120 1281.166667 0 3 1 1 0 1 1 0 -996 "Low" 2 3 "SS" 18.107 23.67 4 0 0 0 254.42 184 61
"236" 106442 "Midwest" "Urban" 4 5 4880 2414.5 0 2 1 1 1 1 1 0 -996 "Marginal" 1 2 "SM" 1.563 3.95 2 1 0 0 89.37 79.38 16
"237" 106462 "South" "Rural" 4 3 2400 1540 0 2 1 1 0 1 1 0 -996 "Low" 2 1 "SS" 10.472 19.9 4 0 0 0 92.86 52.2 18
"238" 106464 "South" "Urban" 4 5 3402.992911 2340.583333 0 1 1 1 0 1 1 0 -996 "Marginal" 2 3 "SS" 0.255 1.45 3 0 0 1 103.27 103.27 49
"239" 106467 "West" "Urban" 4 5 1080 2248.416667 0 1 1 0 0 1 1 0 1 "High" 2 2 "MG" 0.093 1 4 1 0 0 47.76 25.36 9
"240" 106471 "South" "Rural" 4 4 1929 1973.416667 0 2 1 1 0 1 1 0 -996 "very low" 1 3 "SS" 4.442 6.2 2 1 0 0 11.73 11.73 4
"241" 106472 "West" "Urban" 4 2 1794.258428 1281.166667 0 2 1 1 0 1 1 0 -996 "Marginal" 2 5 "SM" 1.649 4.95 4 0 0 0 10.29 1.19 2
"242" 106475 "Northeast" "Urban" 4 3 1274 1541.5 0 1 1 1 0 1 1 0 1 "High" 2 3 "SS" 1.726 6.43 4 0 0 0 77.17 77.17 43
"243" 106477 "Midwest" "Urban" 4 2 867 1318.75 0 1 1 1 0 1 1 0 -996 "very low" 2 5 "SS" 4.511 12.28 5 0 0 0 69.96 69.96 29
"244" 106582 "South" "Rural" 4 4 2256.8 1940.25 0 1 1 1 0 1 1 0 1 "Low" 2 5 "SM" 4.873 9.1 4 0 0 0 325.73 313.69 123
"245" 106627 "South" "Rural" 4 1 670 995.4166667 0 3 1 1 1 1 1 0 -996 "Low" 3 5 "SM" 11.584 25.15 1 1 0 0 6.99 6.99 1
"246" 106630 "Northeast" "Rural" 4 1 968 995.4166667 0 1 1 0 0 1 1 0 -996 "Low" 2 5 "SS" 5.219 11.88 5 0 0 0 73.07 66.52 34
"247" 106648 "Midwest" "Urban" 4 1 808 995.4166667 0 1 1 1 0 1 1 0 -996 "Low" 1 2 "SS" 0.772 4.6 4 0 0 0 33.64 33.64 14
"248" 106658 "West" "Urban" 4 5 4040 2379.833333 0 2 1 1 1 1 1 0 -996 "Marginal" 4 5 "SS" 2.06 6.82 4 0 0 0 128.91 82.45 14
"249" 106700 "Midwest" "Urban" 4 4 1140 1947 0 1 1 1 0 1 1 0 1 "High" 1 5 "SS" 3.217 10.4 4 1 0 0 173.94 149.44 49
"250" 106715 "West" "Urban" 4 2 1710 1281.166667 0 2 1 0 0 1 1 0 -996 "Low" 2 5 "CO" 0.388 2.95 4 1 0 0 97.81 95.51 47
"251" 106727 "South" "Rural" 4 2 1338 1281.166667 0 2 1 1 0 1 1 0 -996 "Marginal" 1 2 "SM" 2.182 5.03 1 0 0 0 54.62 53.21 30
"252" 106728 "Northeast" "Urban" 4 3 675 1540 0 1 1 0 0 1 1 0 1 "High" 1 5 "SM" 1.726 5.33 3 1 0 0 233.26 232.35 36
"253" 106730 "Midwest" "Rural" 4 3 1213.338 1540 0 1 1 1 1 1 1 0 -996 "High" 1 5 "SS" 2.215 6.45 3 0 0 0 50.76 48.56 33
"254" 106784 "South" "Rural" 4 1 710 995.4166667 0 2 1 1 0 1 1 0 -996 "Marginal" 1 3 "SM" 12.117 21.8 3 1 0 0 45.79 45.79 22
"255" 106796 "South" "Rural" 4 3 205 1541.5 0 1 1 0 0 1 1 0 -996 "Marginal" 2 1 "SM" 0.808 3.3 4 0 0 0 123.79 123.79 48
"256" 106805 "West" "Rural" 4 3 2200 1496.583333 0 3 4 1 0 1 1 0 -996 "High" 1 5 "SM" 31.5 46.92 3 0 0 0 117.02 117.02 52
"257" 106820 "Midwest" "Urban" 4 2 1143.05 1318.75 0 1 1 1 0 1 1 0 -996 "Marginal" 2 3 "SS" 1.058 2.95 4 0 0 0 51.16 18.66 8
"258" 106847 "South" "Urban" 4 5 1280 2414.5 0 1 1 1 1 1 1 0 1 "High" 2 4 "SM" 1.29 2.37 4 0 0 0 15.83 15.13 5
"259" 106854 "South" "Urban" 4 4 1120 1940.25 0 1 1 1 1 1 1 0 0 "Marginal" 3 3 "SM" 0.284 1.93 4 0 0 0 50.09 50.09 14
"260" 106896 "Midwest" "Rural" 4 1 789 995.4166667 0 1 1 0 0 1 1 1 -996 "very low" 2 4 "SS" 25.564 32.85 5 0 0 0 79.15 79.15 39
"261" 106934 "West" "Urban" 4 3 1872.662 1540 1 2 1 1 0 1 1 0 -996 "High" 1 5 "SS" 3.488 8.47 3 0 0 0 88.29 84.54 19
"262" 106983 "South" "Urban" 4 5 1391.411133 2283.333333 0 1 1 1 0 1 1 0 -996 "Low" 1 1 "SS" 3.171 10.22 4 1 0 0 63.62 63.62 24
"263" 107018 "South" "Urban" 4 3 1440 1541.5 0 1 1 1 0 1 1 0 0 "Marginal" 2 1 "SS" 7.581 14.97 4 0 0 0 129.8 129.1 15
"264" 107019 "West" "Urban" 4 9 2562 4153.75 0 2 1 1 0 1 1 0 1 "High" 2 5 "SM" 55.149 61.72 4 0 0 0 6.5 0.5 3
"265" 107025 "South" "Urban" 4 5 2073.338 2414.5 0 1 1 1 0 1 1 0 -996 "High" 1 3 "SM" 1.108 3.58 2 1 0 0 70.19 70.19 25
"266" 107026 "Northeast" "Rural" 4 3 1394 1541.5 0 1 1 1 0 1 1 0 0 "Marginal" 2 3 "SS" 5.148 11.42 2 0 1 0 64.45 64.45 31
"267" 107047 "West" "Rural" 4 4 1904 1940.25 1 1 1 1 0 1 1 0 -996 "High" 2 5 "SS" 31.155 46.32 2 0 0 1 135.43 132.46 78
"268" 107050 "Midwest" "Urban" 4 2 2442.607134 1156.5 0 2 1 1 0 1 1 1 -996 "High" 1 1 "SS" 1.953 5.93 2 0 0 0 72.48 72.48 33
"269" 107053 "South" "Urban" 4 1 850 995.4166667 0 1 1 1 0 1 1 0 -996 "very low" 2 5 "SM" 3.026 5.52 3 1 0 0 50 55 18
"270" 107072 "West" "Urban" 4 2 3360.211097 1318.75 0 1 3 1 0 1 1 0 1 "High" 2 2 "SS" 1.666 4.28 4 1 0 0 6.17 6.17 2
"271" 107125 "Midwest" "Urban" 4 1 698 995.4166667 0 1 1 0 0 1 1 0 -996 "Marginal" 2 5 "SS" 1.831 5.23 2 1 0 0 33.15 22.4 13
"272" 107131 "Northeast" "Urban" 4 3 700 1496.583333 0 1 1 1 0 1 1 0 -996 "High" 2 3 "SM" 3.754 9.95 4 1 0 0 53.84 53.84 32
"273" 107141 "West" "Urban" 4 4 2894.662 2005.75 0 1 1 1 0 1 1 0 0 "High" 2 4 "SS" 0.698 3.38 4 0 0 0 71.49 71.49 38
"274" 107187 "South" "Urban" 4 6 2800 2556.5 0 1 1 1 0 1 1 0 -996 "Marginal" 2 1 "SS" 0.774 3.32 4 1 0 0 355.28 355.28 139
"275" 107195 "South" "Urban" 4 5 595 2414.5 0 2 1 1 0 1 1 0 -996 "High" 1 1 "SS" 2.111 5.42 3 1 0 0 97.05 85.94 29
"276" 107259 "Midwest" "Urban" 4 1 0 995.4166667 0 1 1 0 0 1 1 0 -996 "High" 1 1 "SS" 0.51 2.28 2 0 0 0 68.95 68.95 38
"277" 107265 "West" "Urban" 4 8 5650 3148.083333 1 2 1 1 0 1 1 0 -996 "Marginal" 3 4 "SM" 1.736 6.42 4 1 0 0 144.9 144.9 48
"278" 107335 "Northeast" "Rural" 4 3 2193.633956 1541.5 0 1 1 0 0 1 1 0 0 "High" 1 5 "SS" 0.807 3.05 2 1 0 0 74.99 64.39 27
"279" 107408 "South" "Urban" 4 1 0 995.4166667 0 1 1 1 0 1 1 1 -996 "very low" 2 5 "SS" 2.118 5.53 4 0 0 0 18.25 18.25 7
"280" 107411 "West" "Rural" 4 7 8357 2966.166667 0 1 3 1 0 1 1 0 1 "High" 2 5 "SS" 3.978 9.13 4 0 0 0 27.06 27.06 14
"281" 107414 "West" "Urban" 4 2 4772 1281.166667 0 2 3 1 0 1 1 0 -996 "High" 1 5 "SS" 5.49 13.8 2 1 0 0 9.37 7.38 4
"282" 107444 "Midwest" "Urban" 4 1 718 995.4166667 0 1 1 1 1 1 1 0 -996 "Low" 2 4 "SM" 0.915 2.32 4 0 0 0 33.98 32.72 22
"283" 107448 "South" "Rural" 4 5 2735 2283.333333 0 3 1 1 0 1 1 0 0 "Marginal" 2 4 "SS" 4.884 10.05 4 0 0 0 239.83 239.83 79
"284" 107463 "Midwest" "Urban" 4 2 2150 1318.75 0 1 1 0 1 1 1 0 0 "very low" 2 3 "SS" 0.746 2.57 4 0 0 0 34.03 34.03 9
"285" 107497 "Midwest" "Urban" 4 2 7531.81765 1281.166667 0 2 1 1 0 1 1 0 -996 "High" 2 5 "SM" 2.679 7.38 2 0 0 0 47.77 47.77 19
"286" 107522 "Midwest" "Rural" 4 1 1174 917.5833333 1 2 1 1 1 1 1 0 -996 "High" 2 1 "SS" 2.365 4.3 4 0 0 0 71.31 32 25
"287" 107534 "Northeast" "Urban" 4 1 749.25 917.5833333 0 1 1 1 0 1 1 0 -996 "Low" 2 5 "SS" 0.829 2.77 3 1 0 0 35.09 35.09 18
"288" 107541 "South" "Rural" 4 1 500 995.4166667 0 1 1 1 0 1 1 0 -996 "Low" 3 5 "SS" 1.452 6.82 5 0 0 0 49.18 49.18 31
"289" 107546 "Midwest" "Urban" 4 8 350 3148.083333 0 1 3 1 0 1 1 0 0 "Marginal" 2 1 "SS" 3.59 8.68 1 0 0 1 121.66 121.66 29
"290" 107555 "South" "Urban" 4 4 1728.605513 1940.25 0 1 1 1 0 1 1 0 1 "Marginal" 1 1 "SS" 3.247 10.43 4 0 0 0 91.67 91.67 86
"291" 107561 "South" "Urban" 4 6 3262.6 2637.25 0 2 1 1 0 1 1 0 -996 "Marginal" 1 1 "SM" 3.687 7.28 5 0 0 0 257.91 257.91 105
"292" 107586 "West" "Urban" 4 4 1500 1940.25 0 1 1 0 0 1 1 0 1 "High" 1 2 "SM" 1.272 3.55 3 0 0 0 52.24 52.24 40
"293" 107590 "West" "Urban" 4 1 106.2008526 995.4166667 0 3 1 1 0 1 1 0 -996 "Low" 3 5 "SM" 0.211 1.1 5 1 0 0 17.87 17.87 9
"294" 107621 "West" "Urban" 4 6 3080 2637.25 0 1 1 0 0 1 1 0 1 "Low" 2 3 "SM" 1.575 5.13 3 0 0 0 35.87 35.87 23
"295" 107623 "West" "Rural" 4 2 968 1281.166667 0 1 2 1 1 1 1 0 -996 "Low" 2 3 "SS" 11.357 19.7 3 0 0 0 30.26 30.26 11
"296" 107625 "West" "Urban" 4 2 1434 1281.166667 0 2 1 1 1 1 1 0 -996 "Low" 2 5 "SS" 2.027 10.17 5 0 0 0 249.13 200.09 92
"297" 107699 "Northeast" "Urban" 4 3 2872.825802 1540 0 1 1 0 0 1 1 0 1 "Low" 2 2 "SM" 1.115 5.8 2 1 0 0 158.02 158.02 86
"298" 107701 "Northeast" "Urban" 4 2 1790 1281.166667 0 1 1 0 0 1 1 0 -996 "High" 2 1 "SM" 1.275 4.77 5 1 0 0 71.69 71.69 14
"299" 107710 "Northeast" "Urban" 4 3 2100 1496.583333 0 1 1 1 0 1 1 0 -996 "Low" 4 5 "SM" 1.488 5.92 3 0 0 0 65.18 65.18 18
"300" 107737 "South" "Urban" 4 3 2400 1540 1 1 1 1 0 1 1 0 -996 "High" 1 3 "SM" 0.344 1.6 2 0 0 1 190.95 172.53 78
"301" 107769 "South" "Rural" 4 1 698 995.4166667 0 1 1 0 0 1 1 0 -996 "Marginal" 2 2 "SM" 1.581 4.42 4 0 0 0 82.76 65 27
"302" 107783 "Midwest" "Urban" 4 6 1352 2691.5 0 1 1 1 0 1 1 0 -996 "Marginal" 2 5 "SM" 0.698 3.1 4 0 0 0 156.4 156.4 38
"303" 107802 "Northeast" "Urban" 4 6 1670 2556.5 0 2 1 1 0 1 1 0 1 "High" 1 5 "SM" 2.144 3.33 3 0 0 0 79.01 74.78 24
"304" 107810 "South" "Rural" 4 6 3669.984969 2637.25 0 1 1 1 1 1 1 0 -996 "Low" 2 5 "SM" 2.307 6.5 4 0 0 0 522.37 234.94 116
"305" 107836 "West" "Urban" 4 4 3550 1973.416667 0 1 1 1 0 1 1 0 -996 "Low" 1 3 "SS" 2.044 6.77 4 0 0 0 317.76 262.87 70
"306" 107888 "South" "Rural" 4 6 668 2637.25 0 1 1 0 0 1 1 1 -996 "very low" 2 3 "SM" 12.075 15.82 3 0 0 0 384.77 384.77 152
"307" 107925 "West" "Urban" 4 6 4019.059157 2748.166667 0 2 1 1 1 1 1 0 -996 "Low" 2 1 "SM" 4.144 8.58 5 0 0 0 164.97 164.97 48
